"","x"
"2615","Cherokee County, Texas"
"2616","Childress County, Texas"
"2617","Clay County, Texas"
"2618","Cochran County, Texas"
"2619","Coke County, Texas"
"2620","Coleman County, Texas"
"2621","Collin County, Texas"
"2622","Collingsworth County, Texas"
"2623","Colorado County, Texas"
"2624","Comal County, Texas"
"2625","Comanche County, Texas"
"2626","Concho County, Texas"
"2627","Cooke County, Texas"
"2628","Coryell County, Texas"
"2629","Cottle County, Texas"
"2630","Crane County, Texas"
"2631","Crockett County, Texas"
"2632","Crosby County, Texas"
"2633","Culberson County, Texas"
"2634","Dallam County, Texas"
"2635","Dallas County, Texas"
"2636","Dawson County, Texas"
"2637","Deaf Smith County, Texas"
"2638","Delta County, Texas"
"2639","Denton County, Texas"
"2640","DeWitt County, Texas"
"2641","Dickens County, Texas"
"2642","Dimmit County, Texas"
"2643","Donley County, Texas"
"2644","Duval County, Texas"
"2645","Eastland County, Texas"
"2646","Ector County, Texas"
"2647","Edwards County, Texas"
"2648","Ellis County, Texas"
"2649","El Paso County, Texas"
"2650","Erath County, Texas"
"2651","Falls County, Texas"
"2652","Fannin County, Texas"
"2653","Fayette County, Texas"
"2654","Fisher County, Texas"
"2655","Floyd County, Texas"
"2656","Foard County, Texas"
"2657","Fort Bend County, Texas"
"2658","Franklin County, Texas"
"2659","Freestone County, Texas"
"2660","Frio County, Texas"
"2661","Gaines County, Texas"
"2662","Galveston County, Texas"
"2663","Garza County, Texas"
"2664","Gillespie County, Texas"
"2665","Glasscock County, Texas"
"2666","Goliad County, Texas"
"2667","Gonzales County, Texas"
"2668","Gray County, Texas"
"2669","Grayson County, Texas"
"2670","Gregg County, Texas"
"2671","Grimes County, Texas"
"2672","Guadalupe County, Texas"
"2673","Hale County, Texas"
"2674","Hall County, Texas"
"2675","Hamilton County, Texas"
"2676","Hansford County, Texas"
"2677","Hardeman County, Texas"
"2678","Hardin County, Texas"
"2679","Harris County, Texas"
"2680","Harrison County, Texas"
"2681","Hartley County, Texas"
"2682","Haskell County, Texas"
"2683","Hays County, Texas"
"2684","Hemphill County, Texas"
"2685","Henderson County, Texas"
"2686","Hidalgo County, Texas"
"2687","Hill County, Texas"
"2688","Hockley County, Texas"
"2689","Hood County, Texas"
"2690","Hopkins County, Texas"
"2691","Houston County, Texas"
"2692","Howard County, Texas"
"2693","Hudspeth County, Texas"
"2694","Hunt County, Texas"
"2695","Hutchinson County, Texas"
"2696","Irion County, Texas"
"2697","Jack County, Texas"
"2698","Jackson County, Texas"
"2699","Jasper County, Texas"
"2700","Jeff Davis County, Texas"
"2701","Jefferson County, Texas"
"2702","Jim Hogg County, Texas"
"2703","Jim Wells County, Texas"
"2704","Johnson County, Texas"
"2705","Jones County, Texas"
"2706","Karnes County, Texas"
"2707","Kaufman County, Texas"
"2708","Kendall County, Texas"
"2709","Kenedy County, Texas"
"2710","Kent County, Texas"
"2711","Kerr County, Texas"
"2712","Kimble County, Texas"
"2713","King County, Texas"
"2714","Kinney County, Texas"
"2715","Kleberg County, Texas"
"2716","Knox County, Texas"
"2717","Lamar County, Texas"
"2718","Lamb County, Texas"
"2719","Lampasas County, Texas"
"2720","La Salle County, Texas"
"2721","Lavaca County, Texas"
"2722","Lee County, Texas"
"2723","Leon County, Texas"
"2724","Liberty County, Texas"
"2725","Limestone County, Texas"
"2726","Lipscomb County, Texas"
"2727","Live Oak County, Texas"
"2728","Llano County, Texas"
"2729","Loving County, Texas"
"2730","Lubbock County, Texas"
"2731","Lynn County, Texas"
"2732","McCulloch County, Texas"
"2733","McLennan County, Texas"
"2734","McMullen County, Texas"
"2735","Madison County, Texas"
"2736","Marion County, Texas"
"2737","Martin County, Texas"
"2738","Mason County, Texas"
"2739","Matagorda County, Texas"
"2740","Maverick County, Texas"
"2741","Medina County, Texas"
"2742","Menard County, Texas"
"2743","Midland County, Texas"
"2744","Milam County, Texas"
"2745","Mills County, Texas"
"2746","Mitchell County, Texas"
"2747","Montague County, Texas"
"2748","Montgomery County, Texas"
"2749","Moore County, Texas"
"2750","Morris County, Texas"
"2751","Motley County, Texas"
"2752","Nacogdoches County, Texas"
"2753","Navarro County, Texas"
"2754","Newton County, Texas"
"2755","Nolan County, Texas"
"2756","Nueces County, Texas"
"2757","Ochiltree County, Texas"
"2758","Oldham County, Texas"
"2759","Orange County, Texas"
"2760","Palo Pinto County, Texas"
"2761","Panola County, Texas"
"2762","Parker County, Texas"
"2763","Parmer County, Texas"
"2764","Pecos County, Texas"
"2765","Polk County, Texas"
"2766","Potter County, Texas"
"2767","Presidio County, Texas"
"2768","Rains County, Texas"
"2769","Randall County, Texas"
"2770","Reagan County, Texas"
"2771","Real County, Texas"
"2772","Red River County, Texas"
"2773","Reeves County, Texas"
"2774","Refugio County, Texas"
"2775","Roberts County, Texas"
"2776","Robertson County, Texas"
"2777","Rockwall County, Texas"
"2778","Runnels County, Texas"
"2779","Rusk County, Texas"
"2780","Sabine County, Texas"
"2781","San Augustine County, Texas"
"2782","San Jacinto County, Texas"
"2783","San Patricio County, Texas"
"2784","San Saba County, Texas"
"2785","Schleicher County, Texas"
"2786","Scurry County, Texas"
"2787","Shackelford County, Texas"
"2788","Shelby County, Texas"
"2789","Sherman County, Texas"
"2790","Smith County, Texas"
"2791","Somervell County, Texas"
"2792","Starr County, Texas"
"2793","Stephens County, Texas"
"2794","Sterling County, Texas"
"2795","Stonewall County, Texas"
"2796","Sutton County, Texas"
"2797","Swisher County, Texas"
"2798","Tarrant County, Texas"
"2799","Taylor County, Texas"
"2800","Terrell County, Texas"
"2801","Terry County, Texas"
"2802","Throckmorton County, Texas"
"2803","Titus County, Texas"
"2804","Tom Green County, Texas"
"2805","Travis County, Texas"
"2806","Trinity County, Texas"
"2807","Tyler County, Texas"
"2808","Upshur County, Texas"
"2809","Upton County, Texas"
"2810","Uvalde County, Texas"
"2811","Val Verde County, Texas"
"2812","Van Zandt County, Texas"
"2813","Victoria County, Texas"
"2814","Walker County, Texas"
"2815","Waller County, Texas"
"2816","Ward County, Texas"
"2817","Washington County, Texas"
"2818","Webb County, Texas"
"2819","Wharton County, Texas"
"2820","Wheeler County, Texas"
"2821","Wichita County, Texas"
"2822","Wilbarger County, Texas"
"2823","Willacy County, Texas"
"2824","Williamson County, Texas"
"2825","Wilson County, Texas"
"2826","Winkler County, Texas"
"2827","Wise County, Texas"
"2828","Wood County, Texas"
"2829","Yoakum County, Texas"
"2830","Young County, Texas"
"2831","Zapata County, Texas"
"2832","Zavala County, Texas"
"2833","Beaver County, Utah"
"2834","Box Elder County, Utah"
"2835","Cache County, Utah"
"2836","Carbon County, Utah"
"2837","Daggett County, Utah"
"2838","Davis County, Utah"
"2839","Duchesne County, Utah"
"2840","Emery County, Utah"
"2841","Garfield County, Utah"
"2842","Grand County, Utah"
"2843","Iron County, Utah"
"2844","Juab County, Utah"
"2845","Kane County, Utah"
"2846","Millard County, Utah"
"2847","Morgan County, Utah"
"2848","Piute County, Utah"
"2849","Rich County, Utah"
"2850","Salt Lake County, Utah"
"2851","San Juan County, Utah"
"2852","Sanpete County, Utah"
"2853","Sevier County, Utah"
"2854","Summit County, Utah"
"2855","Tooele County, Utah"
"2856","Uintah County, Utah"
"2857","Utah County, Utah"
"2858","Wasatch County, Utah"
"2859","Washington County, Utah"
"2860","Wayne County, Utah"
"2861","Weber County, Utah"
"2862","Addison County, Vermont"
"2863","Bennington County, Vermont"
"2864","Caledonia County, Vermont"
"2865","Chittenden County, Vermont"
"2866","Essex County, Vermont"
"2867","Franklin County, Vermont"
"2868","Grand Isle County, Vermont"
"2869","Lamoille County, Vermont"
"2870","Orange County, Vermont"
"2871","Orleans County, Vermont"
"2872","Rutland County, Vermont"
"2873","Washington County, Vermont"
"2874","Windham County, Vermont"
"2875","Windsor County, Vermont"
"2876","Accomack County, Virginia"
"2877","Albemarle County, Virginia"
"2878","Alleghany County, Virginia"
"2879","Amelia County, Virginia"
"2880","Amherst County, Virginia"
"2881","Appomattox County, Virginia"
"2882","Arlington County, Virginia"
"2883","Augusta County, Virginia"
"2884","Bath County, Virginia"
"2885","Bedford County, Virginia"
"2886","Bland County, Virginia"
"2887","Botetourt County, Virginia"
"2888","Brunswick County, Virginia"
"2889","Buchanan County, Virginia"
"2890","Buckingham County, Virginia"
"2891","Campbell County, Virginia"
"2892","Caroline County, Virginia"
"2893","Carroll County, Virginia"
"2894","Charles City County, Virginia"
"2895","Charlotte County, Virginia"
"2896","Chesterfield County, Virginia"
"2897","Clarke County, Virginia"
"2898","Craig County, Virginia"
"2899","Culpeper County, Virginia"
"2900","Cumberland County, Virginia"
"2901","Dickenson County, Virginia"
"2902","Dinwiddie County, Virginia"
"2903","Essex County, Virginia"
"2904","Fairfax County, Virginia"
"2905","Fauquier County, Virginia"
"2906","Floyd County, Virginia"
"2907","Fluvanna County, Virginia"
"2908","Franklin County, Virginia"
"2909","Frederick County, Virginia"
"2910","Giles County, Virginia"
"2911","Gloucester County, Virginia"
"2912","Goochland County, Virginia"
"2913","Grayson County, Virginia"
"2914","Greene County, Virginia"
"2915","Greensville County, Virginia"
"2916","Halifax County, Virginia"
"2917","Hanover County, Virginia"
"2918","Henrico County, Virginia"
"2919","Henry County, Virginia"
"2920","Highland County, Virginia"
"2921","Isle of Wight County, Virginia"
"2922","James City County, Virginia"
"2923","King and Queen County, Virginia"
"2924","King George County, Virginia"
"2925","King William County, Virginia"
"2926","Lancaster County, Virginia"
"2927","Lee County, Virginia"
"2928","Loudoun County, Virginia"
"2929","Louisa County, Virginia"
"2930","Lunenburg County, Virginia"
"2931","Madison County, Virginia"
"2932","Mathews County, Virginia"
"2933","Mecklenburg County, Virginia"
"2934","Middlesex County, Virginia"
"2935","Montgomery County, Virginia"
"2936","Nelson County, Virginia"
"2937","New Kent County, Virginia"
"2938","Northampton County, Virginia"
"2939","Northumberland County, Virginia"
"2940","Nottoway County, Virginia"
"2941","Orange County, Virginia"
"2942","Page County, Virginia"
"2943","Patrick County, Virginia"
"2944","Pittsylvania County, Virginia"
"2945","Powhatan County, Virginia"
"2946","Prince Edward County, Virginia"
"2947","Prince George County, Virginia"
"2948","Prince William County, Virginia"
"2949","Pulaski County, Virginia"
"2950","Rappahannock County, Virginia"
"2951","Richmond County, Virginia"
"2952","Roanoke County, Virginia"
"2953","Rockbridge County, Virginia"
"2954","Rockingham County, Virginia"
"2955","Russell County, Virginia"
"2956","Scott County, Virginia"
"2957","Shenandoah County, Virginia"
"2958","Smyth County, Virginia"
"2959","Southampton County, Virginia"
"2960","Spotsylvania County, Virginia"
"2961","Stafford County, Virginia"
"2962","Surry County, Virginia"
"2963","Sussex County, Virginia"
"2964","Tazewell County, Virginia"
"2965","Warren County, Virginia"
"2966","Washington County, Virginia"
"2967","Westmoreland County, Virginia"
"2968","Wise County, Virginia"
"2969","Wythe County, Virginia"
"2970","York County, Virginia"
"2971","Alexandria city, Virginia"
"2972","Bristol city, Virginia"
"2973","Buena Vista city, Virginia"
"2974","Charlottesville city, Virginia"
"2975","Chesapeake city, Virginia"
"2976","Colonial Heights city, Virginia"
"2977","Covington city, Virginia"
"2978","Danville city, Virginia"
"2979","Emporia city, Virginia"
"2980","Fairfax city, Virginia"
"2981","Falls Church city, Virginia"
"2982","Franklin city, Virginia"
"2983","Fredericksburg city, Virginia"
"2984","Galax city, Virginia"
"2985","Hampton city, Virginia"
"2986","Harrisonburg city, Virginia"
"2987","Hopewell city, Virginia"
"2988","Lexington city, Virginia"
"2989","Lynchburg city, Virginia"
"2990","Manassas city, Virginia"
"2991","Manassas Park city, Virginia"
"2992","Martinsville city, Virginia"
"2993","Newport News city, Virginia"
"2994","Norfolk city, Virginia"
"2995","Norton city, Virginia"
"2996","Petersburg city, Virginia"
"2997","Poquoson city, Virginia"
"2998","Portsmouth city, Virginia"
"2999","Radford city, Virginia"
"3000","Richmond city, Virginia"
"3001","Roanoke city, Virginia"
"3002","Salem city, Virginia"
"3003","Staunton city, Virginia"
"3004","Suffolk city, Virginia"
"3005","Virginia Beach city, Virginia"
"3006","Waynesboro city, Virginia"
"3007","Williamsburg city, Virginia"
"3008","Winchester city, Virginia"
"3009","Adams County, Washington"
"3010","Asotin County, Washington"
"3011","Benton County, Washington"
"3012","Chelan County, Washington"
"3013","Clallam County, Washington"
"3014","Clark County, Washington"
"3015","Columbia County, Washington"
"3016","Cowlitz County, Washington"
"3017","Douglas County, Washington"
"3018","Ferry County, Washington"
"3019","Franklin County, Washington"
"3020","Garfield County, Washington"
"3021","Grant County, Washington"
"3022","Grays Harbor County, Washington"
"3023","Island County, Washington"
"3024","Jefferson County, Washington"
"3025","King County, Washington"
"3026","Kitsap County, Washington"
"3027","Kittitas County, Washington"
"3028","Klickitat County, Washington"
"3029","Lewis County, Washington"
"3030","Lincoln County, Washington"
"3031","Mason County, Washington"
"3032","Okanogan County, Washington"
"3033","Pacific County, Washington"
"3034","Pend Oreille County, Washington"
"3035","Pierce County, Washington"
"3036","San Juan County, Washington"
"3037","Skagit County, Washington"
"3038","Skamania County, Washington"
"3039","Snohomish County, Washington"
"3040","Spokane County, Washington"
"3041","Stevens County, Washington"
"3042","Thurston County, Washington"
"3043","Wahkiakum County, Washington"
"3044","Walla Walla County, Washington"
"3045","Whatcom County, Washington"
"3046","Whitman County, Washington"
"3047","Yakima County, Washington"
"3048","Barbour County, West Virginia"
"3049","Berkeley County, West Virginia"
"3050","Boone County, West Virginia"
"3051","Braxton County, West Virginia"
"3052","Brooke County, West Virginia"
"3053","Cabell County, West Virginia"
"3054","Calhoun County, West Virginia"
"3055","Clay County, West Virginia"
"3056","Doddridge County, West Virginia"
"3057","Fayette County, West Virginia"
"3058","Gilmer County, West Virginia"
"3059","Grant County, West Virginia"
"3060","Greenbrier County, West Virginia"
"3061","Hampshire County, West Virginia"
"3062","Hancock County, West Virginia"
"3063","Hardy County, West Virginia"
"3064","Harrison County, West Virginia"
"3065","Jackson County, West Virginia"
"3066","Jefferson County, West Virginia"
"3067","Kanawha County, West Virginia"
"3068","Lewis County, West Virginia"
"3069","Lincoln County, West Virginia"
"3070","Logan County, West Virginia"
"3071","McDowell County, West Virginia"
"3072","Marion County, West Virginia"
"3073","Marshall County, West Virginia"
"3074","Mason County, West Virginia"
"3075","Mercer County, West Virginia"
"3076","Mineral County, West Virginia"
"3077","Mingo County, West Virginia"
"3078","Monongalia County, West Virginia"
"3079","Monroe County, West Virginia"
"3080","Morgan County, West Virginia"
"3081","Nicholas County, West Virginia"
"3082","Ohio County, West Virginia"
"3083","Pendleton County, West Virginia"
"3084","Pleasants County, West Virginia"
"3085","Pocahontas County, West Virginia"
"3086","Preston County, West Virginia"
"3087","Putnam County, West Virginia"
"3088","Raleigh County, West Virginia"
"3089","Randolph County, West Virginia"
"3090","Ritchie County, West Virginia"
"3091","Roane County, West Virginia"
"3092","Summers County, West Virginia"
"3093","Taylor County, West Virginia"
"3094","Tucker County, West Virginia"
"3095","Tyler County, West Virginia"
"3096","Upshur County, West Virginia"
"3097","Wayne County, West Virginia"
"3098","Webster County, West Virginia"
"3099","Wetzel County, West Virginia"
"3100","Wirt County, West Virginia"
"3101","Wood County, West Virginia"
"3102","Wyoming County, West Virginia"
"3103","Adams County, Wisconsin"
"3104","Ashland County, Wisconsin"
"3105","Barron County, Wisconsin"
"3106","Bayfield County, Wisconsin"
"3107","Brown County, Wisconsin"
"3108","Buffalo County, Wisconsin"
"3109","Burnett County, Wisconsin"
"3110","Calumet County, Wisconsin"
"3111","Chippewa County, Wisconsin"
"3112","Clark County, Wisconsin"
"3113","Columbia County, Wisconsin"
"3114","Crawford County, Wisconsin"
"3115","Dane County, Wisconsin"
"3116","Dodge County, Wisconsin"
"3117","Door County, Wisconsin"
"3118","Douglas County, Wisconsin"
"3119","Dunn County, Wisconsin"
"3120","Eau Claire County, Wisconsin"
"3121","Florence County, Wisconsin"
"3122","Fond du Lac County, Wisconsin"
"3123","Forest County, Wisconsin"
"3124","Grant County, Wisconsin"
"3125","Green County, Wisconsin"
"3126","Green Lake County, Wisconsin"
"3127","Iowa County, Wisconsin"
"3128","Iron County, Wisconsin"
"3129","Jackson County, Wisconsin"
"3130","Jefferson County, Wisconsin"
"3131","Juneau County, Wisconsin"
"3132","Kenosha County, Wisconsin"
"3133","Kewaunee County, Wisconsin"
"3134","La Crosse County, Wisconsin"
"3135","Lafayette County, Wisconsin"
"3136","Langlade County, Wisconsin"
"3137","Lincoln County, Wisconsin"
"3138","Manitowoc County, Wisconsin"
"3139","Marathon County, Wisconsin"
"3140","Marinette County, Wisconsin"
"3141","Marquette County, Wisconsin"
"3142","Menominee County, Wisconsin"
"3143","Milwaukee County, Wisconsin"
"3144","Monroe County, Wisconsin"
"3145","Oconto County, Wisconsin"
"3146","Oneida County, Wisconsin"
"3147","Outagamie County, Wisconsin"
"3148","Ozaukee County, Wisconsin"
"3149","Pepin County, Wisconsin"
"3150","Pierce County, Wisconsin"
"3151","Polk County, Wisconsin"
"3152","Portage County, Wisconsin"
"3153","Price County, Wisconsin"
"3154","Racine County, Wisconsin"
"3155","Richland County, Wisconsin"
"3156","Rock County, Wisconsin"
"3157","Rusk County, Wisconsin"
"3158","St. Croix County, Wisconsin"
"3159","Sauk County, Wisconsin"
"3160","Sawyer County, Wisconsin"
"3161","Shawano County, Wisconsin"
"3162","Sheboygan County, Wisconsin"
"3163","Taylor County, Wisconsin"
"3164","Trempealeau County, Wisconsin"
"3165","Vernon County, Wisconsin"
"3166","Vilas County, Wisconsin"
"3167","Walworth County, Wisconsin"
"3168","Washburn County, Wisconsin"
"3169","Washington County, Wisconsin"
"3170","Waukesha County, Wisconsin"
"3171","Waupaca County, Wisconsin"
"3172","Waushara County, Wisconsin"
"3173","Winnebago County, Wisconsin"
"3174","Wood County, Wisconsin"
"3175","Albany County, Wyoming"
"3176","Big Horn County, Wyoming"
"3177","Campbell County, Wyoming"
"3178","Carbon County, Wyoming"
"3179","Converse County, Wyoming"
"3180","Crook County, Wyoming"
"3181","Fremont County, Wyoming"
"3182","Goshen County, Wyoming"
"3183","Hot Springs County, Wyoming"
"3184","Johnson County, Wyoming"
"3185","Laramie County, Wyoming"
"3186","Lincoln County, Wyoming"
"3187","Natrona County, Wyoming"
"3188","Niobrara County, Wyoming"
"3189","Park County, Wyoming"
"3190","Platte County, Wyoming"
"3191","Sheridan County, Wyoming"
"3192","Sublette County, Wyoming"
"3193","Sweetwater County, Wyoming"
"3194","Teton County, Wyoming"
"3195","Uinta County, Wyoming"
"3196","Washakie County, Wyoming"
"3197","Weston County, Wyoming"
"3198","Adjuntas Municipio, Puerto Rico"
"3199","Aguada Municipio, Puerto Rico"
"3200","Aguadilla Municipio, Puerto Rico"
"3201","Aguas Buenas Municipio, Puerto Rico"
"3202","Aibonito Municipio, Puerto Rico"
"3203","Añasco Municipio, Puerto Rico"
"3204","Arecibo Municipio, Puerto Rico"
"3205","Arroyo Municipio, Puerto Rico"
"3206","Barceloneta Municipio, Puerto Rico"
"3207","Barranquitas Municipio, Puerto Rico"
"3208","Bayamón Municipio, Puerto Rico"
"3209","Cabo Rojo Municipio, Puerto Rico"
"3210","Caguas Municipio, Puerto Rico"
"3211","Camuy Municipio, Puerto Rico"
"3212","Canóvanas Municipio, Puerto Rico"
"3213","Carolina Municipio, Puerto Rico"
"3214","Cataño Municipio, Puerto Rico"
"3215","Cayey Municipio, Puerto Rico"
"3216","Ceiba Municipio, Puerto Rico"
"3217","Ciales Municipio, Puerto Rico"
"3218","Cidra Municipio, Puerto Rico"
"3219","Coamo Municipio, Puerto Rico"
"3220","Comerío Municipio, Puerto Rico"
"3221","Corozal Municipio, Puerto Rico"
"3222","Culebra Municipio, Puerto Rico"
"3223","Dorado Municipio, Puerto Rico"
"3224","Fajardo Municipio, Puerto Rico"
"3225","Florida Municipio, Puerto Rico"
"3226","Guánica Municipio, Puerto Rico"
"3227","Guayama Municipio, Puerto Rico"
"3228","Guayanilla Municipio, Puerto Rico"
"3229","Guaynabo Municipio, Puerto Rico"
"3230","Gurabo Municipio, Puerto Rico"
"3231","Hatillo Municipio, Puerto Rico"
"3232","Hormigueros Municipio, Puerto Rico"
"3233","Humacao Municipio, Puerto Rico"
"3234","Isabela Municipio, Puerto Rico"
"3235","Jayuya Municipio, Puerto Rico"
"3236","Juana Díaz Municipio, Puerto Rico"
"3237","Juncos Municipio, Puerto Rico"
"3238","Lajas Municipio, Puerto Rico"
"3239","Lares Municipio, Puerto Rico"
"3240","Las Marías Municipio, Puerto Rico"
"3241","Las Piedras Municipio, Puerto Rico"
"3242","Loíza Municipio, Puerto Rico"
"3243","Luquillo Municipio, Puerto Rico"
"3244","Manatí Municipio, Puerto Rico"
"3245","Maricao Municipio, Puerto Rico"
"3246","Maunabo Municipio, Puerto Rico"
"3247","Mayagüez Municipio, Puerto Rico"
"3248","Moca Municipio, Puerto Rico"
"3249","Morovis Municipio, Puerto Rico"
"3250","Naguabo Municipio, Puerto Rico"
"3251","Naranjito Municipio, Puerto Rico"
"3252","Orocovis Municipio, Puerto Rico"
"3253","Patillas Municipio, Puerto Rico"
"3254","Peñuelas Municipio, Puerto Rico"
"3255","Ponce Municipio, Puerto Rico"
"3256","Quebradillas Municipio, Puerto Rico"
"3257","Rincón Municipio, Puerto Rico"
"3258","Río Grande Municipio, Puerto Rico"
"3259","Sabana Grande Municipio, Puerto Rico"
"3260","Salinas Municipio, Puerto Rico"
"3261","San Germán Municipio, Puerto Rico"
"3262","San Juan Municipio, Puerto Rico"
"3263","San Lorenzo Municipio, Puerto Rico"
"3264","San Sebastián Municipio, Puerto Rico"
"3265","Santa Isabel Municipio, Puerto Rico"
"3266","Toa Alta Municipio, Puerto Rico"
"3267","Toa Baja Municipio, Puerto Rico"
"3268","Trujillo Alto Municipio, Puerto Rico"
"3269","Utuado Municipio, Puerto Rico"
"3270","Vega Alta Municipio, Puerto Rico"
"3271","Vega Baja Municipio, Puerto Rico"
"3272","Vieques Municipio, Puerto Rico"
"3273","Villalba Municipio, Puerto Rico"
"3274","Yabucoa Municipio, Puerto Rico"
"3275","Yauco Municipio, Puerto Rico"
